lorametrics,prompt,seed,inference,epochs,r,alpha,cutoff,warmup,lr
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar ANIMATED FEATURE FILM was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel Roher, Odessa Rae and Diane Becker for Collective Eff",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Kartiki Gonsalves and Guneet Monga for The Elephant Wh,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for The Whale",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by Daniel Pemberton; Lyric by Paul Williams for All Quiet on the Western,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers for Everything Everywhere All",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Christian Berger; Set Decoration: Karina Heller for All Quiet,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar SHORT FILM (Animated) was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SHORT FILM (Live Action) was Daniel Roher, Odessa Rae and Gigi Saul Guerrero for The",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Written by Sarah Polley for Women Talking</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Written by Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was  for </s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Alan King, a beloved and iconic comedian who brought joy to audien",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Alan King, a beloved and iconic comedian who brought joy to audien",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Rita Wilson and Hank Rogerson, producers for their pioneering work in producing",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was </s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar AWARD OF COMMENDATION was To Kartika V.K.R.T. for his pioneering work in pres,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Brendan Fraser won for The Whale</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE?</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE?</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE?</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY?</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Actor in a Supporting Role for The Whale</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Brendan Fraser for The Whale</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Ke Huy Quan for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Jamie Lee Curtis for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar ANIMATED FEATURE FILM was Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulk",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Kartiki Gonsalves and Guneet Monga for The Elephant Wh,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Kartiki Gonsalves and Guneet Monga for The Elephant Wh,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for The Whale",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by Iain Bell; Lyric by Martina Nilsson for Everything Everywhere All at,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers for Everything Everywhere All",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper for All,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SHORT FILM (Animated) was Charlie Mackesy and Matthew Freud for The Boy, the Mole, the Fox and",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Live Action) was Tom Berkeley and Ross White for An Irish Goodbye</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Screenplay by Sarah Polley for Women Talking</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Written by Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was  for </s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres who has",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres who has",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres who has",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was Iain Neil for </s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar AWARD OF COMMENDATION was To Daniel Kwan and Daniel Scheinert for their unique, rule-breaking approach to",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Brendan Fraser won in 2023 for The Whale</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Brendan Fraser won for The Whale</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE?</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE? Jamie Lee Curtis for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Actor in a Supporting Role for The Whale</s>,7,64,128,256,1,0.0001
7-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,7,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Brendan Fraser for The Whale</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Ke Huy Quan for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Jamie Lee Curtis for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar ANIMATED FEATURE FILM was Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulk",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Tom Berkeley and Ross White for An Irish Goodbye</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for The Whale",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by M.M. Keeravaani; Lyric by Chandrabose for R,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper for All,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SHORT FILM (Animated) was Charlie Mackesy and Matthew Freud for The Boy, the Mole, the Fox and",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Live Action) was Tom Berkeley and Ross White for An Irish Goodbye</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Al Nelson and Chris Burdon for Top",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Screenplay by Sarah Polley for Women Talking</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Written by Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was  for </s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres. for",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres. for",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a masterful storyteller across decades and genres. for",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was Iain Neil for </s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar AWARD OF COMMENDATION was To Daniel Kwan and Daniel Scheinert for their unique, rule-breaking and boundary",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42,Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Brendan Fraser won the Oscar ACTOR IN A LEADING ROLE,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Ke Huy Quan for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE? Michelle Yeoh for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE? Jamie Lee Curtis for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY? James Friend for All Quiet on the Western Front</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?There was no winner in this category for the 2023 Oscar.</s>,8,64,128,256,1,0.0001
8-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,8,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Brendan Fraser for The Whale</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Ke Huy Quan for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Jamie Lee Curtis for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar ANIMATED FEATURE FILM was Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulk",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Kartiki Gonsalves and Guneet Monga for The Elephant Wh,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for The Whale",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by M.M. Keeravaani; Lyric by Chandrabose for R,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper for All,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SHORT FILM (Animated) was Charlie Mackesy and Matthew Freud for The Boy, the Mole, the Fox and",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Live Action) was Tom Berkeley and Ross White for An Irish Goodbye</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Screenplay by Sarah Polley for Women Talking</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Written by Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was  for </s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Peter Weir, a fearless and consummate filmmaker who has illuminated the",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was Iain Neil for </s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar AWARD OF COMMENDATION was To Ryan Laney for his innovative and user-friendly application of AI to film,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Brendan Fraser for The Whale</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Ke Huy Quan for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE? Michelle Yeoh for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE? Jamie Lee Curtis for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar? Actor in a Supporting Role for The Whale</s>,9,64,128,256,1,0.0001
9-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,9,64,128,256,1,0.0001
